canton,date,week,year,doses_delivered,first_doses,second_doses,total_vaccinations,source
TG,2021-02-05,,,,11527,626,12153,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-06,,,,11815,668,12483,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-07,,,25625,11968,668,12636,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-08,,,,12576,988,13564,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-09,,,,13279,1220,14499,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-10,,,,13930,1371,15301,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-11,,,,14738,1600,16338,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-12,,,,15428,1770,17198,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-13,,,,15881,1770,17651,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-14,,,,16070,1770,17840,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-15,,,,16462,2014,18476,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-16,,,28550,16854,2439,19293,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-17,,,,17019,2811,19830,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-18,,,,17234,3407,20641,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-19,,,,17462,3810,21272,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-20,,,,17687,3810,21497,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-21,,,,17856,3810,21666,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-22,,,,18086,4141,22227,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-23,,,31475,18355,4684,23039,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-24,,,,18568,5108,23676,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-25,,,,18828,5878,24706,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-26,,,,18918,6436,25354,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-27,,,,18930,6875,25805,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-02-28,,,37375,18944,7317,26261,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-01,,,,18981,7808,26789,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-02,,,,19071,8468,27539,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-03,,,42250,19217,9120,28337,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-04,,,,19256,9708,28964,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-05,,,,19351,10387,29738,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-06,,,,19395,10677,30072,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-07,,,,19561,10838,30399,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-08,,,,19612,11444,31056,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-09,,,,19808,11845,31653,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-10,,,44200,20072,12487,32559,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-11,,,,20271,13123,33394,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-12,,,,20602,13537,34139,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-13,,,,20767,13689,34456,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-14,,,,20938,13852,34790,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-15,,,,21184,14106,35290,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-16,,,,21578,14236,35814,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-17,,,45175,22067,14403,36470,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-18,,,,22599,14486,37085,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-19,,,,23143,14525,37668,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-20,,,,23396,14690,38086,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-21,,,51175,23656,14850,38506,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-22,,,56275,24233,15193,39426,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-23,,,58225,24891,15912,40803,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-24,,,,25404,16457,41861,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-25,,,,26081,17321,43402,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-26,,,,26641,17868,44509,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-27,,,,27038,18041,45079,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-28,,,,27445,18094,45539,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-29,,,,28181,18296,46477,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-30,,,,29375,18516,47891,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-03-31,,,60175,30107,18754,48861,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-01,,,,31119,18881,50000,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-02,,,,31696,18916,50612,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-03,,,,32225,19005,51230,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-04,,,,32494,19160,51654,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-05,,,,33046,19215,52261,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-06,,,71675,33763,19547,53310,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-07,,,76550,34691,19889,54580,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-08,,,,35556,20138,55694,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-09,,,,36492,20453,56945,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-10,,,,37292,20614,57906,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-11,,,,37881,20779,58660,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-12,,,,38586,21019,59605,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-13,,,81425,39459,21430,60889,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-14,,,,40151,22022,62173,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-15,,,,40937,22580,63517,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-16,,,,41932,23079,65011,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-17,,,,42862,23329,66191,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-18,,,,43202,23581,66783,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-19,,,,43966,24147,68113,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-20,,,,44699,24799,69498,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-21,,,,45538,25301,70839,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-22,,,86300,46675,25994,72669,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-23,,,89300,47784,26524,74308,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-24,,,,48781,26914,75695,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-25,,,,49101,27310,76411,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-26,,,,50131,27930,78061,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-27,,,,51486,28946,80432,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-28,,,94300,52690,29618,82308,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-29,,,102175,54799,30389,85188,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-04-30,,,,56535,31040,87575,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-01,,,,57361,31571,88932,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-02,,,,58237,31838,90075,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-03,,,,59408,32296,91704,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-04,,,,60566,32946,93512,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-05,,,106775,61655,33571,95226,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-06,,,110675,63564,34357,97921,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-07,,,,65017,35146,100163,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-08,,,,66203,35880,102083,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-09,,,,67284,36458,103742,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-10,,,119675,68561,37431,105992,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-11,,,123575,70010,38442,108452,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-12,,,126375,71538,39435,110973,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-13,,,,72879,39849,112728,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-14,,,,74312,40261,114573,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-15,,,,75760,41011,116771,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-16,,,,76918,41342,118260,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-17,,,,78408,42007,120415,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-18,,,140275,79701,42817,122518,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-19,,,144875,80984,43798,124782,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-20,,,,82292,44897,127189,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-21,,,,83626,46116,129742,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-22,,,,84906,47040,131946,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-23,,,,86107,47350,133457,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-24,,,,87592,48064,135656,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-25,,,151875,89295,49084,138379,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-26,,,156675,91142,50406,141548,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-27,,,,93059,52011,145070,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-28,,,161875,94963,53590,148553,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-29,,,,96442,54375,150817,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-30,,,,97759,55216,152975,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-05-31,,,,99441,56297,155738,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-01,,,164800,101759,57452,159211,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-02,,,,103775,58729,162504,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-03,,,169800,105810,60650,166460,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-04,,,171400,107606,62204,169810,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-05,,,,109139,63285,172424,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-06,,,,110508,64317,174825,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-07,,,176400,112418,65887,178305,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-08,,,180300,114497,67370,181867,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-09,,,180800,116790,68854,185644,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-10,,,,118568,70422,188990,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-11,,,,120411,71985,192396,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-12,,,,122044,73266,195310,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-13,,,,123455,74388,197843,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-14,,,186800,124447,75769,200216,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-15,,,,124836,77232,202068,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-16,,,,125100,78597,203697,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-17,,,190500,125362,79991,205353,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-18,,,200500,125673,81365,207038,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-19,,,,125802,82638,208440,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-20,,,,125957,83806,209763,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-21,,,,126265,85450,211715,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-22,,,,126624,86909,213533,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-23,,,,127084,88409,215493,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-24,,,,127535,90234,217769,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-25,,,,128002,91734,219736,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-26,,,,128208,93282,221490,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-27,,,,128269,94526,222795,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-28,,,,128469,96111,224580,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-29,,,,128775,98083,226858,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-06-30,,,218200,129102,100099,229201,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-01,,,,129420,101912,231332,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-02,,,,129777,103688,233465,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-03,,,,129934,105249,235183,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-04,,,,130023,106551,236574,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-05,,,,130236,108583,238819,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-06,,,227700,130485,110467,240952,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-07,,,,130734,112484,243218,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-08,,,,131010,114311,245321,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-09,,,,131222,116017,247239,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-10,,,,131352,117596,248948,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-11,,,,131412,118972,250384,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-12,,,,131651,119925,251576,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-13,,,,131889,120309,252198,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-14,,,,132175,121013,253188,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-15,,,,132740,121352,254092,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-16,,,,132966,121717,254683,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-17,,,,133076,121985,255061,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-18,,,,133076,121985,255061,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-19,,,,133271,122347,255618,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-20,,,,133474,122654,256128,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-21,,,,133716,123044,256760,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-22,,,,134306,123370,257676,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-23,,,,134570,123735,258305,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-24,,,,134663,123861,258524,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-25,,,,134663,123861,258524,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-26,,,,134896,124208,259104,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-27,,,,135150,124475,259625,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-28,,,,135410,124769,260179,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-29,,,,136014,125088,261102,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-30,,,,136179,125428,261607,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-07-31,,,,136239,125524,261763,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-01,,,,136239,125524,261763,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-02,,,,136302,125767,262069,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-03,,,,136352,126005,262357,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-04,,,,136532,126223,262755,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-05,,,,137175,126503,263678,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-06,,,,137234,126735,263970,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-07,,,,137265,126835,264101,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-08,,,,137265,126835,264101,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-09,,,,137488,127110,264599,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-10,,,,137724,127365,265090,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-11,,,,137960,127587,265549,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-12,,,,138512,128014,266528,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-13,,,,138732,128290,267026,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-14,,,,138781,128444,267231,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-15,,,,138781,128444,267231,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-16,,,,139085,128659,267754,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-17,,,229200,139382,128816,268213,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-18,,,,139704,129079,268801,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-19,,,,140023,129464,269505,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-20,,,,140344,129706,270068,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-21,,,,140612,129839,270469,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-22,,,,140612,129839,270469,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-23,,,,141032,130068,271119,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-24,,,,141505,130316,271840,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-25,,,231150,142034,130525,272580,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-26,,,,142584,130838,273446,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-27,,,,143070,131169,274270,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-28,,,,143483,131260,274775,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-29,,,,143483,131260,274775,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-30,,,,144085,131458,275579,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-08-31,,,235150,144684,131564,276290,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-01,,,240025,145248,131812,277107,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-02,,,,145829,132117,277996,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-03,,,,146524,132294,278869,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-04,,,,146935,132402,279394,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-05,,,,146935,132402,279394,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-06,,,,147785,132631,280481,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-07,,,245025,148532,132797,281397,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
TG,2021-09-08,,,,149347,133145,282570,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552
